TAZID,OBJECTID,DISTRICT,SCHOOL,LEANUM,SCHOOLNUM,SCHOOLTYPE,EDTYPE,GRADELOW,GRADEHIGH,ADDRESS,CITY_2,ZIP,PHONE,WEB,ENROLL_FT,ENROLL_PT,ENROLL_TOT,Per_FT,Per_PT,data_source
636,,,,,,,,,,,,,,,,,,,,
637,1010,DAVIS COUNTY,MUIR SCHOOL,7,142,,Regular Education,K,6,2275 S DAVIS BLVD,BOUNTIFUL,84010,8014021550,http://www.davis.k12.ut.us/schools/muir/,,,,,,
638,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,
640,,,,,,,,,,,,,,,,,,,,
641,100,DAVIS COUNTY,SPECTRUM ACADEMY - NSL,3D,100,Charter School,Regular Education,K,12,575 N CUTLER DR,NORTH SALT LAKE,84054,8019360318,http://www.spectrumcharter.org,,,,,,
641,582,DAVIS COUNTY,WASATCH PEAK ACADEMY,4B,100,Charter School,Regular Education,K,6,414 N CUTLER DR,NORTH SALT LAKE,84054,8019363066,http://www.wasatchpeak.org,,,,,,
641,765,DAVIS COUNTY,FOXBORO SCHOOL,7,166,,Regular Education,K,6,487 N FOXBORO DR,NORTH SALT LAKE,84054,8014025050,http://www.davis.k12.ut.us/26402011892137840/site/default.asp,,,,,,
642,678,DAVIS COUNTY,LEGACY PREPARATORY ACADEMY,5C,100,Charter School,Regular Education,K,9,1375 W CENTER ST,NORTH SALT LAKE,84054,8019360555,http://www.legacyprep.org,,,,,,
643,,,,,,,,,,,,,,,,,,,,
644,,,,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,,,,
646,,,,,,,,,,,,,,,,,,,,
647,,,,,,,,,,,,,,,,,,,,
648,1016,DAVIS COUNTY,ADELAIDE SCHOOL,7,104,,Regular Education,K,6,731 W 3600 S,BOUNTIFUL,84010,8014021250,http://www.davis.k12.ut.us/104/site/default.asp,,,,,,
649,1028,DAVIS COUNTY,ORCHARD SCHOOL,7,147,,Regular Education,K,6,205 E CENTER ST,NORTH SALT LAKE,84054,8014021700,http://www.davis.k12.ut.us/schools/orchard/,,,,,,
650,,,,,,,,,,,,,,,,,,,,
651,,,,,,,,,,,,,,,,,,,,
652,,,,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,,,,
654,,,,,,,,,,,,,,,,,,,,
655,,,,,,,,,,,,,,,,,,,,
656,,,,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,,,,
658,,,,,,,,,,,,,,,,,,,,
659,,,,,,,,,,,,,,,,,,,,
660,,,,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,,,,
662,,,,,,,,,,,,,,,,,,,,
663,,,,,,,,,,,,,,,,,,,,
664,,,,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,,,,
666,,,,,,,,,,,,,,,,,,,,
667,,,,,,,,,,,,,,,,,,,,
668,,,,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,,,,
670,,,,,,,,,,,,,,,,,,,,
671,,,,,,,,,,,,,,,,,,,,
672,,,,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,,,,
674,,,,,,,,,,,,,,,,,,,,
675,,,,,,,,,,,,,,,,,,,,
676,,,,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,,,,
678,,,,,,,,,,,,,,,,,,,,
679,,,,,,,,,,,,,,,,,,,,
680,,,,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,,,,
682,,,,,,,,,,,,,,,,,,,,
683,,,,,,,,,,,,,,,,,,,,
684,,,,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,
688,,,,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,
692,,,,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,,,,
695,,,,,,,,,,,,,,,,,,,,
696,202,GRANITE,CYPRUS HIGH,12,704,,Regular Education,9,12,8623 W 3000 S,MAGNA,84044,3856465300,http://www.cyprushigh.org/,,,,,,
696,928,GRANITE,MAGNA SCHOOL,12,156,,Regular Education,PK,6,8500 W 3100 S,MAGNA,84044,3856464900,http://www.graniteschools.org/el/magna/,,,,,,
697,,,,,,,,,,,,,,,,,,,,
698,835,GRANITE,ELK RUN ELEMENTARY,12,125,,Regular Education,K,6,3550 S HELEN DR,MAGNA,84044,3856464786,,,,,,,
699,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,
701,45,GRANITE,ENTHEOS ACADEMY MAGNA,3C,110,Charter School,Regular Education,K,9,2606 S 7200 W,MAGNA,84044,8012505233,http://entheosacademy.org/,,,,,,
702,178,GRANITE,PLEASANT GREEN SCHOOL,12,182,,Regular Education,PK,6,8201 W 2700 S,MAGNA,84044,3856464972,http://www.graniteschools.org/el/pleasantgreen/Welcome.html,,,,,,
702,492,GRANITE,STANSBURY ACADEMY,KS,658,Private School,Residential Treatment,7,12,PO BOX 69,MAGNA,84044,8012509762,,,,,,,
703,,,,,,,,,,,,,,,,,,,,
704,,,,,,,,,,,,,,,,,,,,
705,923,GRANITE,LAKE RIDGE SCHOOL,12,140,,Regular Education,PK,6,7400 W 3400 S,MAGNA,84044,3856464888,http://lakeridgecougars.weebly.com/,,,,,,
706,,,,,,,,,,,,,,,,,,,,
707,,,,,,,,,,,,,,,,,,,,
708,,,,,,,,,,,,,,,,,,,,
709,50,GRANITE,GEARLD WRIGHT SCHOOL,12,131,,Regular Education,K,6,6760 W 3100 S,SALT LAKE CITY,84128,8016465480,http://www.graniteschools.org/el/wright/,,,,,,
710,,,,,,,,,,,,,,,,,,,,
711,,,,,,,,,,,,,,,,,,,,
712,578,GRANITE,WEST VALLEY SCHOOL,12,206,,Regular Education,K,6,6049 W BRUD DR,WEST VALLEY CITY,84128,3856465079,http://www.graniteschools.org/el/westvalley/,,,,,,
713,,,,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,,,,
715,,,,,,,,,,,,,,,,,,,,
716,,,,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,,,,
718,201,GRANITE,COPPER HILLS SCHOOL,12,111,,Regular Education,K,6,7635 W 3715 S,MAGNA,84044,3856464792,http://copperhills.wikispaces.com/,,,,,,
718,673,GRANITE,SCOTT M MATHESON JR HIGH,12,423,,Regular Education,7,8,3650 S MONTCLAIR ST,MAGNA,84044,3856465290,http://www.graniteschools.org/jr/matheson/,,,,,,
719,,,,,,,,,,,,,,,,,,,,
720,,,,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,
723,166,GRANITE,DOUGLAS T. ORCHARD SCHOOL,12,177,,Regular Education,PK,6,6744 W 3800 S,WEST VALLEY CITY,84128,3856464954,http://orchardelementary.weebly.com/,,,,,,
724,,,,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,,,,
726,176,GRANITE,WHITTIER SCHOOL,12,208,,Regular Education,K,6,3585 S 6000 W,WEST VALLEY CITY,84128,3856465096,http://www.graniteschools.org/el/whittier/,,,,,,
726,199,GRANITE,HUNTER JR HIGH,12,418,,Regular Education,7,9,6131 W 3785 S,WEST VALLEY CITY,84120,3856465184,http://www.graniteschools.org/jr/hunter/,,,,,,
727,143,GRANITE,HILLSIDE SCHOOL,12,130,,Regular Education,PK,6,4283 S 6000 W,WEST VALLEY CITY,84128,3856464870,http://www.graniteschools.org/el/hillside/,,,,,,
728,,,,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,,,,
731,,,,,,,,,,,,,,,,,,,,
732,,,,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,,,,
735,,,,,,,,,,,,,,,,,,,,
736,,,,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,,,,
738,434,SALT LAKE CITY,NORTHWEST MIDDLE,36,440,,Regular Education,7,8,1730 W 1700 N,SALT LAKE CITY,84116,8015788547,http://northwest.slcschools.org/,,,,,,
739,,,,,,,,,,,,,,,,,,,,
740,,,,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,,,,
743,,,,,,,,,,,,,,,,,,,,
744,,,,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,,,,
747,,,,,,,,,,,,,,,,,,,,
748,558,SALT LAKE CITY,NORTH STAR SCHOOL,36,140,,Regular Education,PK,6,1545 N MORTON DR,SALT LAKE CITY,84116,8015788448,http://northstar.slcschools.org/,,,,,,
748,711,SALT LAKE CITY,ESCALANTE SCHOOL,36,262,,Regular Education,PK,6,1810 W 900 N,SALT LAKE CITY,84116,8015788496,http://escalante.slcschools.org/index.php,,,,,,
748,1141,SALT LAKE CITY,PACIFIC HERITAGE ACADEMY,7H,100,Charter School,Regular Education,K,8,1755 W 1100 N,SALT LAKE CITY,84116,8013631892,http://phlearning.org/,,,,,,
749,,,,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,,,,
751,706,SALT LAKE CITY,GUADALUPE SCHOOL,1E,100,Charter School,Regular Education,K,6,1385 N 1200 W,SALT LAKE CITY,84116,8015316100,http://www.guadschool.org/,,,,,,
752,448,SALT LAKE CITY,NEWMAN SCHOOL,36,220,,Regular Education,PK,6,1269 N COLORADO ST,SALT LAKE CITY,84116,8015788537,http://newman.slcschools.org/,,,,,,
752,811,SALT LAKE CITY,SALT LAKE CENTER FOR SCIENCE EDUCATION,4F,300,Charter School,Regular Education,6,12,1400 W GOODWIN AVE,SALT LAKE CITY,84116,8015788226,http://slcse.slcschools.org,,,,,,
753,542,SALT LAKE CITY,SALT LAKE HEAD START,36,292,,Regular Education,PK,,1240 AMERICAN BEAUTY DR,SALT LAKE CITY,84116,8015788173,http://www.saltlakeheadstart.org/,,,,,,
754,,,,,,,,,,,,,,,,,,,,
755,533,SALT LAKE CITY,ROSE PARK SCHOOL,36,252,,Regular Education,PK,6,1105 W 1000 N,SALT LAKE CITY,84116,8015788554,http://rosepark.slcschools.org/,,,,,,
756,447,SALT LAKE CITY,MEADOWLARK SCHOOL,36,216,,Regular Education,PK,6,497 N  MORTON DR,SALT LAKE CITY,84116,8015788529,http://meadowlark.slcschools.org/,,,,,,
757,,,,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,,,,
759,,,,,,,,,,,,,,,,,,,,
760,525,SALT LAKE CITY,BACKMAN SCHOOL,36,104,,Regular Education,PK,6,601 N 1500 W,SALT LAKE CITY,84116,8015788100,http://backman.slc.k12.ut.us/,,,,,,
761,,,,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,,,,
763,,,,,,,,,,,,,,,,,,,,
764,439,SALT LAKE CITY,JACKSON SCHOOL,36,188,,Regular Education,PK,6,750 W 200 N,SALT LAKE CITY,84116,8015788165,http://jackson.slcschools.org/,,,,,,
765,,,,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,,,,
767,,,,,,,,,,,,,,,,,,,,
768,,,,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,,,,,
771,,,,,,,,,,,,,,,,,,,,
772,,,,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,,,,
775,,,,,,,,,,,,,,,,,,,,
776,,,,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,,,,
779,,,,,,,,,,,,,,,,,,,,
780,,,,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,,,,
783,124,SALT LAKE CITY,WALLACE STEGNER ACADEMY,7K,300,Charter School,Regular Education,K,7,980 S BENDING RIVER CT,SALT LAKE CITY,84104,8014569570,http://wsacharter.org,,,,,,
784,423,SALT LAKE CITY,EDISON SCHOOL,36,132,,Regular Education,PK,6,466 CHEYENNE ST,SALT LAKE CITY,84104,8019748300,http://edison.slcschools.org/,,,,,,
785,,,,,,,,,,,,,,,,,,,,
786,,,,,,,,,,,,,,,,,,,,
787,527,SALT LAKE CITY,FRANKLIN SCHOOL,36,148,,Regular Education,PK,6,1115 W 300 S,SALT LAKE CITY,84104,8015788158,http://franklin.slcschools.org/,,,,,,
788,,,,,,,,,,,,,,,,,,,,
789,674,SALT LAKE CITY,DUAL IMMERSION ACADEMY,4E,100,Charter School,Regular Education,K,8,1155 S GLENDALE DR,SALT LAKE CITY,84104,8019721425,http://diacharter.org/,,,,,,
790,452,SALT LAKE CITY,PARKVIEW SCHOOL,36,242,,Regular Education,PK,6,970 S EMERY ST,SALT LAKE CITY,84104,8019748304,http://parkview.slcschools.org/,,,,,,
791,,,,,,,,,,,,,,,,,,,,
792,,,,,,,,,,,,,,,,,,,,
793,,,,,,,,,,,,,,,,,,,,
794,,,,,,,,,,,,,,,,,,,,
795,,,,,,,,,,,,,,,,,,,,
796,,,,,,,,,,,,,,,,,,,,
797,,,,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,
799,,,,,,,,,,,,,,,,,,,,
800,,,,,,,,,,,,,,,,,,,,
801,549,SALT LAKE CITY,GLENDALE MIDDLE,36,412,,Regular Education,6,8,1430 W ANDREW AVE,SALT LAKE CITY,84104,8019748320,http://glendale.slcschools.org/,,,,,,
801,528,SALT LAKE CITY,MOUNTAIN VIEW SCHOOL,36,160,,Regular Education,PK,6,1380 S NAVAJO,SALT LAKE CITY,84104,8019748315,http://mountainview.slcschools.org/,,,,,,
802,,,,,,,,,,,,,,,,,,,,
803,,,,,,,,,,,,,,,,,,,,
804,93,SALT LAKE CITY,SALT LAKE COMMUNITY ACTION HEAD START,SL,901,Private School,Regular Education,PK,,1307 SOUTH 900 WEST,SALT LAKE CITY,84104,8014105705,www.saltlakeheadstart.org,,,,,,
804,373,SALT LAKE CITY,RILEY SCHOOL,36,244,,Regular Education,PK,6,1410 S 800 W,SALT LAKE CITY,84104,8019748310,http://riley.slcschools.org/,,,,,,
805,,,,,,,,,,,,,,,,,,,,
806,,,,,,,,,,,,,,,,,,,,
807,,,,,,,,,,,,,,,,,,,,
808,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,
810,,,,,,,,,,,,,,,,,,,,
811,1272,GRANITE,SALT LAKE COMMUNITY COLLEGE WEST VALLEY CENTER,1 12 14 21 36 40,49,Regional Campus,Higher Education,9,12,3460 S 5600 W,WEST VALLEY CITY,84128,,http://www.slcc.edu/,363,0,363,1,0,wrfc
812,,,,,,,,,,,,,,,,,,,,
813,,,,,,,,,,,,,,,,,,,,
814,33,GRANITE,DANCING MOOSE MONTESSORI,NM,901,Private School,Regular Education,PK,2,4428 LINKS DRIVE,WEST VALLEY CITY,84120,8019680100,www.mydancingmoose.com,,,,,,
815,,,,,,,,,,,,,,,,,,,,
816,65,GRANITE,LEARNING TREE WEST,TS,902,Private School,Regular Education,PK,,3655 W 2340 S,WEST VALLEY CITY,84120,3857430637,www.learningtreeutah.com,,,,,,
817,223,GRANITE,VALLEY CREST SCHOOL,12,203,,Regular Education,K,6,5240 W 3100 S,WEST VALLEY CITY,84120,3856465061,http://www.graniteschools.org/el/valleycrest/,,,,,,
817,1128,GRANITE,NEIL ARMSTRONG ACADEMY,12,231,,Regular Education,PK,6,5194 W HIGHBURY PKWY,WEST VALLEY,84120,3856465284,http://schools.graniteschools.org/armstrong/,,,,,,
817,1217,GRANITE,MONTICELLO ACADEMY,7C,100,Charter School,Regular Education,K,9,2782 S CORPORATE PARK DRIVE,WEST VALLEY CITY,84120,8014178040,http://www.monticelloacademy.net,,,,,,
818,,,,,,,,,,,,,,,,,,,,
819,154,GRANITE,MONROE SCHOOL,12,164,,Regular Education,PK,6,4450 W 3100 S,WEST VALLEY CITY,84120,3856464918,http://www.graniteschools.org/el/monroe/,,,,,,
820,,,,,,,,,,,,,,,,,,,,
821,626,GRANITE,EAST HOLLYWOOD HIGH,A8,700,Charter School,Regular Education,9,12,2185 S 3600 W,WEST VALLEY CITY,84119,8018868181,http://www.easthollywood.org,,,,,,
821,1096,GRANITE,MANA ACADEMY CHARTER SCHOOL,4I,700,Charter School,Regular Education,K,12,2355 S TECHNOLOGY DR,WEST VALLEY CITY,84119,8019726262,http://www.themanaacademy.org/,,,,,,
822,,,,,,,,,,,,,,,,,,,,
823,,,,,,,,,,,,,,,,,,,,
824,8,GRANITE,AMERICAN PREPARATORY ACADEMY - ACCELERATED SCHOOL,74,110,Charter School,Regular Education,K,12,3636 W 3100 S,WEST VALLEY CITY,84120,3853513090,http://www.americanprep.org/home/,,,,,,
825,,,,,,,,,,,,,,,,,,,,
826,213,GRANITE,STANSBURY SCHOOL,12,197,,Regular Education,PK,6,3050 S 2700 W,WEST VALLEY CITY,84119,3856465032,http://stansburytigers.wikispaces.com/,,,,,,
827,,,,,,,,,,,,,,,,,,,,
828,,,,,,,,,,,,,,,,,,,,
829,146,GRANITE,HILLSDALE SCHOOL,12,134,,Regular Education,PK,6,3275 W 3100 S,WEST VALLEY CITY,84119,3856464864,http://hillsdaleelementary.weebly.com/,,,,,,
829,241,GRANITE,WEST LAKE JR HIGH,12,434,,Regular Education,7,9,3400 S 3450 W,WEST VALLEY CITY,84119,3856465254,http://www.graniteschools.org/jr/westlake/,,,,,,
830,,,,,,,,,,,,,,,,,,,,
831,,,,,,,,,,,,,,,,,,,,
832,,,,,,,,,,,,,,,,,,,,
833,123,GRANITE,VANGUARD ACADEMY,1K,700,Charter School,Regular Education,7,12,2650 SOUTH DECKER LAKE LANE,WEST VALLEY CITY,84119,8013278724,www.vanguardcharter.org,,,,,,
833,836,GRANITE,ENDEAVOR HALL,3H,100,Charter School,Regular Education,K,8,2614 S DECKER LAKE LN,WEST VALLEY CITY,84119,8019721153,http://www.endeavorhall.org/,,,,,,
834,182,GRANITE,REDWOOD SCHOOL,12,184,,Regular Education,PK,6,2650 S REDWOOD RD,WEST VALLEY CITY,84119,3856464984,http://www.graniteschools.org/el/redwood/,,,,,,
835,,,,,,,,,,,,,,,,,,,,
836,,,,,,,,,,,,,,,,,,,,
837,,,,,,,,,,,,,,,,,,,,
838,91,GRANITE,ROOTS CHARTER HIGH SCHOOL,3K,700,Charter School,Regular Education,9,12,2250 SOUTH 1300 WEST,WEST VALLEY CITY,84119,8015738719,www.rootshigh.org,,,,,,
838,748,GRANITE,IQRA ACADEMY OF UTAH,MC,901,Private School,Regular Education,K,6,3990 S CONSTITUTION BLVD,WEST VALLEY CITY,84119,8019646470,www.iqraacademy.org,,,,,,
838,1099,GRANITE,KAIROS ACADEMY,4J,700,Charter School,Regular Education,9,12,1325 W 2200 S SUITE A,WEST VALLEY CITY,84119,3853551640,http://kairosacademy.org/,,,,,,
839,,,,,,,,,,,,,,,,,,,,
840,767,GRANITE,AMERICAN PREPARATORY ACADEMY--THE SCHOOL FOR NEW AMERICANS,74,120,Charter School,Regular Education,K,9,1255 W CRYSTAL AVE,WEST VALLEY CITY,84119,8018393613,http://www.americanprep.org/home/,,,,,,
841,,,,,,,,,,,,,,,,,,,,
842,,,,,,,,,,,,,,,,,,,,
843,,,,,,,,,,,,,,,,,,,,
844,,,,,,,,,,,,,,,,,,,,
845,589,GRANITE,COTTONWOOD YOUTH ACADEMY,KH,955,Private School,Residential Treatment,7,12,1110 W 3300 S,SALT LAKE CITY,84119,8014332900,,,,,,,
846,,,,,,,,,,,,,,,,,,,,
847,,,,,,,,,,,,,,,,,,,,
848,1104,GRANITE,ESPERANZA SCHOOL,2I,100,Charter School,Regular Education,K,6,4956 W 3500 S,WEST VALLEY CITY,84120,8013051450,www.esperanzaelementary.org,,,,,,
849,,,,,,,,,,,,,,,,,,,,
850,832,GRANITE,CARL SANDBURG SCHOOL,12,110,,Regular Education,PK,6,3900 S 5325 W,WEST VALLEY CITY,84120,3856465008,http://www.graniteschools.org/el/sandburg/,,,,,,
851,,,,,,,,,,,,,,,,,,,,
852,,,,,,,,,,,,,,,,,,,,
853,,,,,,,,,,,,,,,,,,,,
854,,,,,,,,,,,,,,,,,,,,
855,172,GRANITE,PHILO T. FARNSWORTH SCHOOL,12,179,,Regular Education,K,6,3751 S 4225 W,WEST VALLEY CITY,84120,3856464822,http://www.graniteschools.org/el/farnsworth/,,,,,,
856,,,,,,,,,,,,,,,,,,,,
857,924,GRANITE,JACKLING SCHOOL,12,141,,Regular Education,K,6,3760 S 4610 W,WEST VALLEY CITY,84120,3856464882,http://www.graniteschools.org/el/jackling/,,,,,,
858,,,,,,,,,,,,,,,,,,,,
859,,,,,,,,,,,,,,,,,,,,
860,203,GRANITE,GRANGER HIGH,12,708,,Regular Education,9,12,3690 S 3600 W,WEST VALLEY CITY,84119,3856465320,http://www.graniteschools.org/hs/granger/,,,,,,
861,,,,,,,,,,,,,,,,,,,,
862,,,,,,,,,,,,,,,,,,,,
863,169,GRANITE,PIONEER SCHOOL,12,178,,Regular Education,K,6,3860 S 3380 W,WEST VALLEY CITY,84119,3856464966,http://www.graniteschools.org/el/pioneer/,,,,,,
864,,,,,,,,,,,,,,,,,,,,
865,,,,,,,,,,,,,,,,,,,,
866,,,,,,,,,,,,,,,,,,,,
867,183,GRANITE,ROLLING MEADOWS SCHOOL,12,186,,Regular Education,PK,6,2950 WHITEHALL DR,WEST VALLEY CITY,84119,3856464990,http://www.graniteschools.org/el/rollingmeadows/,,,,,,
868,,,,,,,,,,,,,,,,,,,,
869,,,,,,,,,,,,,,,,,,,,
870,142,GRANITE,GRANGER SCHOOL,12,128,,Regular Education,PK,6,3702 S 1950 W,WEST VALLEY CITY,84119,3856464852,http://www.graniteschools.org/el/granger/,,,,,,
871,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,,,,,,,,
873,,,,,,,,,,,,,,,,,,,,
874,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,,,,,,,,,,,,,
878,916,GRANITE,HUNTER HIGH,12,710,,Regular Education,10,12,4200 S 5600 W,WEST VALLEY CITY,84120,3856465360,http://www.graniteschools.org/hs/hunter/,,,,,,
879,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,,,,,,,,,,,,,
881,207,GRANITE,HUNTER SCHOOL,12,135,,Regular Education,K,6,4351 S 5400 W,WEST VALLEY CITY,84120,3856464876,http://www.graniteschools.org/el/hunter/,,,,,,
882,,,,,,,,,,,,,,,,,,,,
883,,,,,,,,,,,,,,,,,,,,
884,185,GRANITE,ACADEMY PARK SCHOOL,12,102,,Regular Education,K,6,4580 WESTPOINT DR,WEST VALLEY CITY,84120,3856464750,http://www.graniteschools.org/el/academypark/,,,,,,
884,205,GRANITE,JOHN F. KENNEDY JR HIGH,12,422,,Regular Education,7,9,4495 S 4800 W,WEST VALLEY CITY,84120,3856465214,http://kennedyjunior.weebly.com/,,,,,,
885,,,,,,,,,,,,,,,,,,,,
886,,,,,,,,,,,,,,,,,,,,
887,,,,,,,,,,,,,,,,,,,,
888,,,,,,,,,,,,,,,,,,,,
889,139,GRANITE,ROBERT FROST SCHOOL,12,126,,Regular Education,K,6,3444 W 4400 S,WEST VALLEY CITY,84119,3856464840,http://www.graniteschools.org/el/frost/,,,,,,
890,,,,,,,,,,,,,,,,,,,,
891,236,GRANITE,VALLEY JR HIGH,12,428,,Regular Education,7,9,4195 S 3200 W,WEST VALLEY CITY,84119,3856465234,http://www.graniteschools.org/jr/valley/,,,,,,
892,188,GRANITE,HARRY S. TRUMAN SCHOOL,12,193,,Regular Education,K,6,4639 S 3200 W,WEST VALLEY CITY,84119,3856465044,http://www.graniteschools.org/el/truman/,,,,,,
893,,,,,,,,,,,,,,,,,,,,
894,,,,,,,,,,,,,,,,,,,,
895,1207,GRANITE,TAYLORSVILLE SCHOOL,12,198,,Regular Education,K,6,2010 W 4230 S,SALT LAKE CITY,84119,3856465038,http://taylorsvilletigers.weebly.com/,,,,,,
896,,,,,,,,,,,,,,,,,,,,
897,614,GRANITE,SALT LAKE COMMUNITY COLLEGE,1 12 14 21 36 40,49,Regional Campus,Higher Education,9,12,4600 S REDWOOD RD,SALT LAKE CITY,84130,3859574111,http://www.slcc.edu/,7580.56,21575.44,"29,156",0.26,0.74,https://nces.ed.gov/collegenavigator/?q=SALT+LAKE+COMMUNITY+COLLEGE&s=all&id=230746#enrolmt
898,136,GRANITE,YMCA OF NORTHERN UTAH - SALT LAKE COUNTY,YM,905,Private School,Regular Education,PK,,4223 SOUTH ATHERTON DRIVE,TAYLORSVILLE,84123,8018393388,www.ymcautah.org,,,,,,
898,192,GRANITE,EISENHOWER JR HIGH,12,411,,Regular Education,7,9,4351 S REDWOOD RD,TAYLORSVILLE,84123,3856465154,http://www.graniteschools.org/SchoolSites/juniorhighschools/eisenhower/Pages/home.aspx,,,,,,
898,919,GRANITE,JOHN C FREMONT SCHOOL,12,138,,Regular Education,K,6,4249 S 1425 W,TAYLORSVILLE,84123,3856464834,http://www.graniteschools.org/el/fremont/,,,,,,
899,,,,,,,,,,,,,,,,,,,,
900,,,,,,,,,,,,,,,,,,,,
901,135,GRANITE,YOUTH VILLAGE ACADEMY,YV,177,Private School,Alternative,9,12,1030 W ATHERTON DRIVE,SALT LAKE CITY,84123,8012816118,,,,,,,
902,,,,,,,,,,,,,,,,,,,,
903,,,,,,,,,,,,,,,,,,,,
904,1100,MURRAY CITY,AMERICAN INTERNATIONAL SCHOOL OF UTAH,1J,800,Charter School,Regular Education,K,12,4998 S GALLERIA DR,MURRAY,84123,8019897191,www.AISUtah.org,,,,,,
905,1187,MURRAY CITY,STEVENS HENAGER COLLEGE,,,Regional Campus,Higher Education,,,1181 S GLENDALE DR,SALT LAKE CITY,84123,,,399,0,399,1,0,https://nces.ed.gov/collegenavigator/?q=STEVENS+HENAGER+COLLEGE&s=all&id=438151#enrolmt
906,,,,,,,,,,,,,,,,,,,,
907,773,GRANITE,SILVER HILLS SCHOOL,12,191,,Regular Education,K,6,5770 W 5100 S,KEARNS,84118,3856465014,http://silverhillselementary.weebly.com/,,,,,,
908,,,,,,,,,,,,,,,,,,,,
909,222,GRANITE,WESTERN HILLS SCHOOL,12,202,,Regular Education,PK,6,5190 S HEATH AVE,KEARNS,84118,3856465091,http://www.graniteschools.org/el/westernhills/,,,,,,
910,30,GRANITE,CHILDREN'S EXPRESS LEARNING ACADEMY KEARNS,CE,902,Private School,Regular Education,PK,,5000 WEST 5035 SOUTH,KEARNS,84118,8019673111,celautah.com,,,,,,
911,170,GRANITE,WEST KEARNS SCHOOL,12,204,,Regular Education,K,6,4900 S 4620 W,KEARNS,84118,3856465073,http://www.graniteschools.org/el/westkearns/,,,,,,
912,165,GRANITE,OQUIRRH HILLS SCHOOL,12,176,,Regular Education,PK,6,5241 S 4280 W,KEARNS,84118,3856464948,http://www.graniteschools.org/el/oquirrhills/,,,,,,
912,221,GRANITE,ST FRANCIS XAVIER REGIONAL SCH,FC,902,Private School,Regular Education,PK,8,4501 W 5215 S,KEARNS,84118,8019661571,,,,,,,
912,204,GRANITE,KEARNS JR HIGH,12,420,,Regular Education,7,9,4040 W SAM'S BLVD,KEARNS,84118,3856465204,http://www.graniteschools.org/jr/kearns/,,,,,,
